파일명,년도,위원회명,분과명,차수,소위원회여부,사항구분,목차번호,안건명,의결사항
2020년도 문화재위원회 사적분과 제3차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,위원회,심의사항,16,사적제271호경희궁지내관람로정비등,의결사항 없음
2020년도 문화재위원회 사적분과 제3차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,위원회,심의사항,17,사적제307호보령성주사지보호구역내외마을길포장,보류
2020년도 문화재위원회 사적분과 제3차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,위원회,심의사항,18,사적제524호삼척준경묘·영경묘주변마을회관신축,보류
2020년도 문화재위원회 사적분과 제3차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,위원회,심의사항,19,사적제490호강릉초당동유적주변근린생활시설신축,조건부가결
2020년도 문화재위원회 사적분과 제3차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,위원회,심의사항,21,사적제104호남원황산대첩비지내전통연희극공연개최,보류
2020년도 문화재위원회 사적분과 제3차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,위원회,심의사항,23,사적제505호구례화엄사내멸종위기야생동물관찰시설,의결사항 없음
2020년도 문화재위원회 사적분과 제3차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제3차,위원회,심의사항,24,사적제145호고창읍성내경관조명설치,의결사항 없음
2020년도 문화재위원회 사적분과 제4차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,소위원회,심의사항,1,사적제231호홍성홍주읍성주변공동주택신축,조건부가결
2020년도 문화재위원회 사적분과 제4차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,소위원회,심의사항,4,사적제205호파주삼릉주변단독주택신축,부결
2020년도 문화재위원회 사적분과 제4차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,소위원회,심의사항,5,사적제205호파주삼릉주변단독주택신축,부결
2020년도 문화재위원회 사적분과 제4차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,소위원회,심의사항,7,사적제206호화성융릉과건릉주변제2종근린생활시설,조건부가결
2020년도 문화재위원회 사적분과 제4차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,소위원회,심의사항,8,사적제206호화성융릉과건릉주변근린생활시설신축,보류
2020년도 문화재위원회 사적분과 제4차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,소위원회,심의사항,12,사적제356호남양주순강원주변소방시설·펌프실설치,보류
2020년도 문화재위원회 사적분과 제4차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,소위원회,심의사항,14,사적제452호강화외성주변국궁장조성,의결사항 없음
2020년도 문화재위원회 사적분과 제4차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,소위원회,심의사항,15,사적제530호용인심곡서원주변판매시설조성,의결사항 없음
2020년도 문화재위원회 사적분과 제4차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,소위원회,심의사항,16,사적제124호덕수궁주변근린생활시설신축(허가사항변경,조건부가결
2020년도 문화재위원회 사적분과 제4차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,소위원회,심의사항,17,사적제128호양주회암사지주변솎아베기및산양삼파종,보류
2020년도 문화재위원회 사적분과 제4차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,소위원회,심의사항,18,사적제128호양주회암사지주변농업용창고설치및성토,부결
2020년도 문화재위원회 사적분과 제4차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,소위원회,심의사항,19,사적제382호여주고달사지주변농업용창고설치,보류
2020년도 문화재위원회 사적분과 제4차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,소위원회,심의사항,20,사적제195호여주영릉과영릉주변소교량확장,보류
2020년도 문화재위원회 사적분과 제4차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,소위원회,심의사항,21,사적제205호파주삼릉주변창고신축,의결사항 없음
2020년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,위원회,심의사항,1,사적제326호합천옥전고분군문화재구역추가지정,조건부가결
2020년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,위원회,심의사항,2,사적제108호산청목면시배유지문화재구역조정,조건부가결
2020년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,위원회,심의사항,3,사적제320호울산경상좌도병영성보호구역내안내소건립,보류
2020년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,위원회,심의사항,4,사적제337호나주읍성내외서성벽일대공원조성등,조건부가결
2020년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,위원회,심의사항,6,사적제5513호나주반남고분군주변축사양성화,보류
2020년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,위원회,심의사항,8,사적제90호예산임존성주변서부내륙고속도로(터널) 개설,조건부가결
2020년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,위원회,심의사항,10,사적제457호경주춘양교지와월정교지주변월정교남편지,부결
2020년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,위원회,심의사항,11,사적제5호부여부소산성내울타리설치및고사목제거,보류
2020년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,위원회,심의사항,12,사적제150호익산미륵사지내수목제거,조건부가결
2020년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,위원회,심의사항,13,사적제202호김포장릉주변단독주택신축,의결사항 없음
2020년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,위원회,심의사항,14,사적제206호화성융릉과건릉주변단독주택신축및,조건부가결
2020년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,위원회,심의사항,18,사적제381호여수충민사내소방도로개설,조건부가결
2020년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,위원회,심의사항,20,사적제411호대구진천동입석주변공동주택신축,조건부가결
2020년도 문화재위원회 사적분과 제4차 위원회 회의록.pdf,2020,문화재위원회,사적분과,제4차,위원회,심의사항,21,사적제554호함안가야리유적주변단독주택신축,의결사항 없음
2020년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제5차,소위원회,심의사항,1,사적제218호경산병영유적주변국도대체우회도로건설,부결
2020년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제5차,소위원회,심의사항,3,사적제452호강화외성주변국궁장조성,부결
2020년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제5차,소위원회,심의사항,4,사적제530호용인심곡서원주변판매시설조성,조건부가결
2020년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제5차,소위원회,심의사항,7,사적제122호창덕궁주변근린생활시설신축,부결
2020년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제5차,소위원회,심의사항,8,사적제122호창덕궁주변근린생활시설신축,의결사항 없음
2020년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제5차,소위원회,심의사항,9,사적제125호종묘주변물배관매설,부결
2020년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제5차,소위원회,심의사항,10,사적제125호종묘주변근린생활시설수평증축,의결사항 없음
2020년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제5차,소위원회,심의사항,11,사적제382호여주고달사지주변농업용창고설치,부결
2020년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제5차,소위원회,심의사항,12,사적제61호고령주산성주변비닐하우스설치,부결
2020년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제5차,소위원회,심의사항,13,사적제61호고령주산성주변비닐하우스설치,의결사항 없음
2020년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제5차,소위원회,심의사항,14,사적제48호관문성주변단독주택신축,조건부가결
2020년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제5차,소위원회,심의사항,15,사적제245호경주나정주변단독주택신축,의결사항 없음
2020년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제5차,소위원회,심의사항,16,사적제311호경주남산일원주변단독주택신축,의결사항 없음
2020년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제5차,소위원회,심의사항,17,사적제311호경주남산일원주변단독주택신축,의결사항 없음
2020년도 문화재위원회 사적분과 제5차 소위원회 회의록.pdf,2020,문화재위원회,사적분과,제5차,소위원회,심의사항,18,사적제311호경주남산일원주변단독주택신축,의결사항 없음
